id,name,position,year,Estimate,Std. Error,z value,Pr(>|z|)
4461,Eva Rossell,Skipper,23,-2.62605009034778,0.779858835204495,-3.36734030801764,0.0007589696825377
6417,William Avery,Skipper,27,-2.64512881788977,0.814109136895508,-3.24910837873236,0.0011576736166474
6603,Jason Dank,Skipper,26,-2.64576370101114,0.938041232038615,-2.82051962178804,0.0047945941163457
6596,Ethan Menand,Skipper,27,-2.65011805451232,1.27460515864013,-2.0791678399762,0.037601926465196
5360,Walden Hillegass,Skipper,23,-2.65077903087526,0.73497612485125,-3.60661923734154,0.0003102123443238
5810,Matt Averyt,Skipper,24,-2.65431633030478,0.742963554409013,-3.57260637423345,0.0003534458361107
5880,Emily Lo,Skipper,24,-2.66423396050169,1.1050304010603,-2.41100512523935,0.0159086248824275
6069,Earl Tyler,Skipper,26,-2.66621156493421,0.801570203606075,-3.32623587171723,0.0008802740346478
5185,Carter Hrabrick,Skipper,23,-2.6674874943277,0.790039498474009,-3.37639763515628,0.0007344169476637
6234,Connor Bricco,Skipper,26,-2.67255737470317,0.833799651611766,-3.20527523552813,0.0013493338508125
6501,Benjamin Karle,Skipper,28,-2.67438014964458,0.833777269662692,-3.20754744336759,0.0013387197746575
5428,Charlie Lemkuil,Skipper,22,-2.67720438250948,0.87048598150391,-3.07552842825126,0.0021012989572502
6253,Karolina Debniak,Skipper,26,-2.6778233560691,0.884670498737617,-3.02691607766986,0.0024706254058614
6408,Clare Rados,Skipper,27,-2.68332455906176,0.85245890882947,-3.14774651454613,0.0016453430601267
5988,Sara Beth Bouchard,Skipper,24,-2.70274906401798,1.03312761822306,-2.61608441817342,0.0088944564283558
5368,Sara Moore,Skipper,24,-2.70305905154194,0.888524409246228,-3.04218885087811,0.0023486449189991
6364,Dylan Zink,Skipper,27,-2.70454841236296,0.916386460551829,-2.95131860714565,0.0031642033961722
6381,Weston Rapp,Skipper,27,-2.70938707392087,0.860860796929788,-3.1472998696,0.0016478586858625
3946,Kamran Kangal,Skipper,21,-2.71611575812194,1.14939549423365,-2.36308196069004,0.0181236609012612
5914,Mitchel Soederberg,Skipper,25,-2.72856323677031,0.939468941805653,-2.90436768620156,0.0036799570993809
5718,Gregory Gold,Skipper,25,-2.73080365940299,0.907773978195232,-3.00824183662124,0.0026276394743886
6130,Marlon Wool,Skipper,26,-2.73160480258681,0.735020333971322,-3.71636630489924,0.0002021085084371
5184,Patrick Carroll,Skipper,23,-2.73592241386561,0.879577423266834,-3.11049640599475,0.0018677316860294
5475,Jake Tipper,Skipper,24,-2.7369517464697,0.808841868046556,-3.38379089237769,0.0007149242980456
6302,Katherine Sorbie,Skipper,27,-2.7506264575651,0.856898910142449,-3.209977775684,0.0013274523535279
