id,name,year
807,Noah Rios,Crew,27
808,Keegan Aerts,Skipper,25
809,Evan Simpson,Skipper,26
810,Lawrence Busse,Skipper,26
811,Heather Barry,Crew,26
812,Natalie Wiles,Crew,26
813,Jack Bergman,Skipper,24
814,Erica Burcar,Crew,27
815,Elijah Sylvester,Crew,26
816,Ava Reed,Crew,26
817,Caroline Henry,Skipper,27
818,Sophia Jaeger,Crew,24
819,Quinn Schwarz,Skipper,25
820,Jack Charlton,Crew,27
821,Emily Edwards,Crew,26
822,John McCalmont,Skipper,27
823,Maya Dunn,Crew,25
824,Ella Beck,Crew,26
825,Julia Janssen,Skipper,25
826,Ella Parker,Crew,25
827,Natalia Luna,Skipper,24
828,Reid Kwiatkowski,Skipper,26
829,Reed Rossell,Crew,25
830,Anya Gustafson,Crew,25
831,Kent Colbrunn,Skipper,24
832,Matthew Daub,Crew,27
833,Max McCumber,Skipper,27
834,Connor Anderson,Crew,27
835,Madison Koscielski,Crew,26
836,John Woodward,Skipper,26
837,Alana Just,Crew,25
838,William Blacketor,Crew,24
839,Margaret Redinger,Crew,25
840,Claire DeVoogd,Skipper,26
841,Zachary Warren,Skipper,25
842,Sara Machtel,Crew,26
843,Toby Sullivan,Skipper,24
844,Aidan Gurskis,Skipper,28
845,Asher Green,Skipper,24
846,Maren Behnke,Skipper,25
847,Tucker Ballou,Crew,26
848,Mason Chapman,Skipper,26
849,Martha Dwyer,Crew,27
850,Cameron Turner,Skipper,24
851,Joseph Bonacci,Skipper,25
852,Eric Johnson,Skipper,27
853,Alexa Bodor,Crew,26
854,Sophia Dimont,Crew,27
855,Sebastian Beavers,Crew,26
856,Joshua Bendura,Skipper,26
857,Berend Vandermeer,Crew,27
858,Ellen Toberman,Crew,25
859,Aston Atherton,Skipper,26
860,Bryan Lawrence,Skipper,24
861,Connor Lothrop,Skipper,24
862,Lila Gibson,Crew,26
863,Iain Shand,Skipper,24
864,Charlotte Stillman,Skipper,27
865,Matthew Friedman,Crew,27
866,Kayla Maguire,Skipper,26
867,Collin Ross,Skipper,25
868,Katie Metis,Crew,26
869,Oliver Hurwitz,Skipper,25
870,Vivian Heitkoetter,Crew,27
871,Mara Oancea,Crew,27
872,Andrew White,Skipper,25
873,Walter Chiles,Skipper,27
874,Olivia Drulard,Skipper,27
875,Sophie Menyhart,Crew,27
876,Devyn Weed,Skipper,25
877,Felix Nusbaum,Skipper,25
878,Viviana Barberi,Crew,24
879,Sam Harris,Skipper,26
880,Scott Senatore,Crew,26
881,Tyler Davis,Crew,27
882,Miguel Sanchez Navarro,Crew,27
883,Aedan Pickett,Crew,26
884,Wilfred Hynes,Skipper,26
885,Brett Tardie,Skipper,25
886,Jordan Morris,Crew,23
887,Zachary Amelotte,Skipper,27
888,Marguerite Torres Stickney,Crew,27
889,Michael Hanrahan,Skipper,24
890,Xander Dalke,Crew,27
891,Ava Hurwitz,Skipper,27
892,Will Eggena,Skipper,27
893,Michael Cunniff,Skipper,26
894,John Ambery,Crew,25
895,Jack Brennen,Crew,25
896,Morgan Melo,Crew,27
897,Peter Daugherty-Miller,Crew,25
898,Clare Rados,Skipper,27
899,Lee McKinley,Crew,27
900,Charles Maier,Skipper,26
901,Gwyn McLear,Crew,24
902,Devon Valenta,Skipper,26
903,Avery Wilson,Crew,25
904,Jordan Bruce,Skipper,24
905,Shaanti Choi-Bose,Crew,24
906,Mariner Fagan,Skipper,24
907,Emily Panarella,Crew,24
908,Everett Botwinick,Skipper,26
909,Kadi Zheng,Crew,24
910,Sophia Pearce,Crew,26
911,Owen Hennessey,Skipper,25
912,Zoe Hoctor,Crew,25
913,Anna Groszkowski,Skipper,26
914,Claire Miller,Crew,26
915,Rayne Duff,Crew,25
916,Madison Bashaw,Skipper,24
917,Rachel O'Neill,Crew,24
918,Enzo Menditto,Skipper,26
919,Spencer Kriegstein,Crew,25
920,Payne Donaldson,Skipper,24
921,Kenna Reed,Crew,24
922,Benjamin Honig,Skipper,26
923,Parker Purrington,Skipper,24
924,Asianna Acosta,Crew,26
925,Ben Hosford,Skipper,25
926,Rebecca Runyan,Skipper,25
927,Maxwell Penders,Skipper,25
928,James Unger,Skipper,27
929,Raam Fox,Crew,26
930,Brooks Turcotte,Skipper,26
931,Evelyn Carpenter,Crew,26
932,Anna Hoffman,Crew,26
933,Ian Milko,Crew,26
934,Diogo Silva,Skipper,26
935,Skylor Wong,Crew,26
936,Ethan Tutt,Crew,24
937,Caroline Sibilly,Skipper,26
938,Katelyn McGauley,Crew,24
939,Cordelia Burn,Skipper,25
940,Emily Launderville,Crew,24
941,Taylor Eastman,Skipper,24
942,Phoebe Lee,Skipper,26
943,Carmen Cowles,Skipper,25
944,Carmen Berg,Crew,26
945,Brielle Willoughby,Skipper,24
946,Lily Shore,Crew,24
947,Lucy Meagher,Skipper,27
948,Maggie Fleming,Crew,27
949,Kyra Phelan,Skipper,26
950,Holliss Hirsch,Crew,25
951,Emily Bornarth,Skipper,24
952,Allison Nystrom,Crew,26
953,Kytalin Hendrickson,Skipper,26
954,Ursula Budd,Crew,27
955,campbell mcclellan,Crew,26
956,Charlotte Costikyan,Skipper,24
957,Menasha Leport,Crew,25
958,Francesca Edmands,Crew,25
959,Katharine Benagh,Crew,24
960,Katie Bowie,Crew,27
961,Katharine Doble,Skipper,26
962,Savannah Young,Crew,25
963,Michaela O'Brien,Skipper,24
964,Sara Schumann,Skipper,25
965,Zoey Ziskind,Skipper,27
966,Margo Silliman,Crew,25
967,Ximena Escobar,Crew,25
968,Catherine Cheung,Crew,24
969,Sarah Young,Skipper,25
970,Lauren Russler,Skipper,26
971,Luisa Louchheim,Crew,25
972,Katie Coughlin,Skipper,24
973,Kaylee Good,Crew,26
974,Julia Conneely,Skipper,26
975,Mia Quinlan,Crew,24
976,Tavia Smith,Skipper,27
977,Elyssa Franklin,Crew,26
978,Madeline Koelbel,Crew,26
979,Rebecca Schill,Skipper,27
980,Katharine Kurtz,Crew,24
981,Katherine Weaver,Skipper,25
982,Perrine Schneegans,Crew,27
983,Reade Decker,Skipper,27
984,Alexis Young,Crew,27
985,Benjamin Stone,Skipper,27
986,Jaya Wirth,Crew,27
987,Max Case,Skipper,24
988,Will Cornell,Skipper,25
989,Lucas Woodworth,Skipper,27
990,Wilton Lawton,Skipper,26
991,Maxwell Miller,Skipper,25
992,Kirin Dhaka,Crew,27
993,Everett McAvoy,Skipper,26
994,Sophia Shaeffer,Crew,25
995,Oliver Nairn,Skipper,27
996,Lachlain McGranahan,Skipper,24
997,Marbella Marlo,Crew,24
998,Jack Egan,Skipper,25
999,Elle Sykes,Crew,27
1000,Connor Nelson,Skipper,24
1001,Vera Allen,Crew,27
1002,Kerem Erkmen,Skipper,25
1003,Abbie Chipps,Crew,25
1004,Ben Mueller,Skipper,26
1005,Henry Tindall,Crew,25
1006,Michael Kirkman,Skipper,25
1007,Lily Ornstein,Crew,26
1008,Thibault Antonietti,Skipper,24
1009,Isabelle Tsuchitori,Skipper,26
1010,Carlos de Castro,Skipper,26
1011,Carly Kiss,Crew,25
1012,Daniel Unangst,Skipper,24
1013,Sarah Krajewski,Crew,26
1014,Calvin Lamosse,Skipper,25
1015,Ryan Mckinney,Skipper,24
1016,Vivian Smith,Crew,27
1017,Emil Tullberg,Skipper,25
1018,Kate Johnson,Crew,25
1019,Faye Benjamin,Crew,25
1020,Henri Richardsson,Skipper,25
1021,William Ries,Crew,26
1022,Peter Schnell,Skipper,26
1023,Aaron Blust,Crew,24
1024,Jack Derry,Skipper,25
1025,Liam O'Keefe,Skipper,26
1026,Caroline Keeffe-Jones,Skipper,26
1027,Teddy Nicolosi,Skipper,24
1028,Sarah Moeder,Crew,26
1029,Wade Anthony,Skipper,24
1030,Renee Smith,Crew,24
1031,Shannon Gondoly,Crew,25
1032,Stephan Baker,Skipper,26
1033,Ashley Highland,Crew,27
1034,Tyler Nash,Skipper,26
1035,Sadie Thomas,Crew,25
1036,Justin Callahan,Skipper,26
1037,Kennedy Leehealey,Crew,26
1038,Oliver Stokke,Skipper,26
1039,Addyson Fisher,Crew,27
1040,Guthrie Braun,Skipper,26
1041,Emily Mueller,Crew,25
1042,Ryan Satterberg,Skipper,27
1043,Kurt Stuebe,Crew,27
1044,Leo Terry,Crew,25
1045,Sam Bonauto,Skipper,25
1046,Timmy Gee,Crew,25
1047,Julian Henderson,Crew,27
1048,Jin Johnson,Skipper,24
1049,Peter Joslin,Skipper,26
1050,Christian Cushman,Skipper,25
1051,Charles Bresnahan,Skipper,24
1052,Cecilia Bohan,Skipper,24
1053,Porter Bell,Skipper,26
1054,Olivia Lowthian,Skipper,25
1055,Frances Donahoe,Crew,24
1056,Isaac Thompson,Skipper,27
1057,Amelia Griffith,Crew,25
1058,Henry Scholz,Skipper,27
1059,Morgan Pinckney,Skipper,27
1060,Jessi Avila-Shah,Crew,25
1061,Peter McGonagle,Skipper,25
1062,Brooke Willke,Crew,24
1063,Nathan Hyde,Skipper,25
1064,Anna LaDue,Crew,26
1065,Andrew Powers,Crew,24
1066,Henry Lee,Skipper,24
1067,Eric Pohl,Crew,28
1068,Emma Cole,Skipper,25
1069,William Bailey,Skipper,24
1070,Frankie Sparrow,Crew,27
1071,Ada Ucar,Crew,27
1072,Aviva Kaplan,Crew,24
1073,Connor Macken,Skipper,24
1074,Sierra Bornheim,Crew,24
1075,Tyler Winowiecki,Skipper,27
1076,Charlotte Martinez,Crew,23
1077,Hali Liu,Crew,25
1078,Luke Hosek,Skipper,24
1079,Ruby Hope,Crew,25
1080,Gavin Monaghan,Skipper,26
1081,Lilly Dubovsky,Crew,27
1082,Jacob Siegel,Crew,26
1083,Jakub Fuja,Skipper,27
1084,Alexandra Chigas,Crew,26
1085,William Hurd,Skipper,27
1086,Tatem Gee,Crew,27
1087,Renato Korzinek,Skipper,25
1088,Grace Murphy,Crew,25
1089,Sean Morrison,Skipper,27
1090,Kaitlyn Hamilton,Crew,26
1091,Aidan Boni,Skipper,26
1092,Hala Gilbert,Crew,26
1093,Cole Abbott,Skipper,26
1094,Jack Hartfelder,Crew,27
1095,Marguerite Eno,Skipper,27
1096,Grace Glowczewski,Crew,27
1097,Robby Meek,Skipper,27
1098,JJ Drummond,Crew,27
1099,Mathieu Dale,Skipper,25
1100,Julia O'Connor,Crew,24
1101,Mateo Di Blasi,Skipper,25
1102,Addi Harris,Crew,24
1103,Colleen O'Brien,Skipper,24
1104,Libby Redmond,Crew,24
1105,Mason Stang,Skipper,25
1106,Olivia MILLER,Crew,25
1107,Lucas Thress,Skipper,26
1108,Caroline Newton,Crew,27
1109,Mathias Reimer,Skipper,27
1110,Ariana Borut,Crew,27
1111,Trevor Davis,Skipper,24
1112,Celia Byrne,Skipper,24
1113,Ethan Danielson,Skipper,26
1114,Luke Zylinski,Skipper,26
1115,Grace Austin,Crew,27
1116,Cam Spriggs,Crew,27
1117,Aidan Hoogland,Skipper,24
1118,Michaela ODonnell,Crew,24
1119,Eloise Goedkoop,Crew,27
1120,Matt Budington,Crew,25
1121,Alex Adams,Skipper,26
1122,Julia Miller,Crew,26
1123,Kevin Gosselin,Skipper,27
1124,Gavin VanManen,Crew,27
1125,Kyle Pfrang,Skipper,26
1126,Claire Buckley,Crew,25
1127,Peter Busch,Skipper,26
1128,Lourdes Gallo,Crew,24
1129,Sarah Burn,Skipper,24
1130,Lily Bartlett,Crew,24
1131,Martins Atilla,Crew,27
1132,Catherine Morrissette,Skipper,24
1133,Winborne Majette,Skipper,27
1134,Connor Rosow,Skipper,24
1135,Amelia Carlson,Crew,24
1136,Marissa Tegeder,Skipper,25
1137,Carter Harms,Crew,27
1138,Declan Botwinick,Skipper,25
1139,Vanessa Reid,Crew,26
1140,Aidan Michelow,Crew,25
1141,Blake Behrens,Skipper,27
1142,Katherine McNamara,Skipper,26
1143,Brianna Ross,Crew,26
1144,Peter Barnard,Skipper,27
1145,Anna Brzezinski,Crew,27
1146,Bradley Whiteway,Skipper,26
1147,Austin White,Crew,27
1148,Jack Redmond,Skipper,26
1149,Drew Mastovsky,Skipper,26
1150,Maren Matthews,Crew,26
1151,Wyatt Bischoff,Skipper,27
1152,Cindy Wang,Crew,25
1153,Lauren Ehnot,Skipper,24
1154,Kate Moran,Crew,27
1155,Christine Reimer,Skipper,24
1156,Hazel Johnson,Crew,27
1157,Jacqueline Ruggieri,Skipper,27
1158,Thomas Erickson,Crew,24
1159,Matthew Cabot,Skipper,24
1160,Kathleen Downey,Skipper,24
1161,Beck Lorsch,Skipper,25
1162,Tom Commander,Crew,27
1163,Jane Lally,Crew,25
1164,Adam Strobridge,Skipper,26
1165,Ethan Simpson,Skipper,27
1166,Janelle Li,Crew,25
1167,Adrien Bellanger,Skipper,25
1168,Olivia Hogan-Lopez,Skipper,26
1169,Nigel Yu,Skipper,27
1170,Brendan Peary,Crew,27
1171,Grace Augspurger,Skipper,25
1172,Maggie Hannis,Crew,25
1173,Nat Edmonds,Skipper,24
1174,Clarence Mungai,Crew,27
1175,Jack Taylor,Crew,27
1176,Henry Poynter,Skipper,26
1177,Adrian Whitney,Skipper,26
1178,Divine Daryl Kengne Mukem,Crew,27
1179,William Denker,Skipper,27
1180,Stephanie Zajczenko,Crew,27
1181,Julia Cotsonas,Crew,26
1182,Quinn Brighton,Crew,27
1183,Robin Potter,Crew,25
1184,Nicholas David,Skipper,26
1185,Kathleen Hanson,Skipper,25
1186,Colin Sueyoshi,Skipper,26
1187,Emily Wykoff,Crew,26
1188,Rem Johannknecht,Skipper,26
1189,Annika Brockman,Crew,24
1190,Rufus Fender-Reid,Crew,27
1191,Yunwen Xu,Crew,27
1192,Jackson McAliley,Skipper,27
1193,Joshua Zeelander,Crew,24
1194,Skylor Sweet,Skipper,26
1195,Jonathan Weed,Skipper,26
1196,Will Broseman,Crew,26
1197,Clark Morris,Skipper,26
1198,Avery Harris,Crew,25
1199,Jack Prior,Crew,27
1200,Everett Nash,Skipper,24
1201,Finley Regan,Crew,27
1202,Andrew Selian,Crew,27
1203,Duncan Craine,Skipper,26
1204,Gus Macaulay,Skipper,27
1205,John Majernik,Crew,25
1206,Caroline Dannacher,Crew,25
1207,James Owen,Skipper,25
1208,Jeremiah Romagnoli,Crew,26
1209,Calvin Schmid,Skipper,26
1210,Liam Gronda,Crew,25
1211,Brendan Sheeran,Skipper,26
1212,Brianne Abbott-Rogge,Skipper,25
1213,Ellie Blakemore,Skipper,27
1214,Ella Barnard,Crew,24
1215,Emily Smith,Skipper,25
1216,Julia Oglevie,Skipper,26
1217,George Warfel,Skipper,26
1218,Herbert Single,Crew,27
1219,Peter Hall,Skipper,24
1220,Aliyah Dodge,Crew,25
1221,Enzo Dougherty,Crew,27
1222,Renee Chien,Crew,25
1223,Erin Pamplin,Skipper,24
1224,Lucien Freemesser,Skipper,27
1225,Grace Smith,Crew,24
1226,Tillie Jane LeRoy,Crew,27
1227,Jaxon Gordon,Skipper,25
1228,Stephanie Seto,Crew,27
1229,Anna Kovacs,Skipper,25
1230,Amelia Donhauser,Crew,25
1231,Anna Morrow,Skipper,24
1232,Carolyn Harmon,Crew,26
1233,Kieran Lyons,Skipper,26
1234,Allegra McAlpin,Crew,27
1235,Nisha Kimber,Skipper,24
1236,Varoon Enjeti,Crew,25
1237,Jenna Hiegel,Crew,25
1238,Sam Thompson,Crew,24
1239,Rob Mailley,Skipper,24
1240,Annabelle Wyman,Crew,25
1241,Aric Duncan,Crew,27
1242,Mary Wallace,Crew,27
1243,James Burge,Crew,24
1244,David Chege,Crew,27
1245,Ella Towner,Crew,27
1246,Jackson Hurd-Messom,Crew,27
1247,Aidan Ulian,Skipper,27
1248,Ellie Dripps,Crew,27
1249,Nick Brodie,Skipper,27
1250,Oliver Hoppe,Crew,27
1251,Emilia Oliver,Crew,26
1252,Vanessa Lahrkamp,Skipper,26
1253,Gwendolyn Donahue,Crew,24
1254,Kay Brunsvold,Skipper,25
1255,Emily Allen,Skipper,25
1256,Reagan Carris,Crew,26
1257,Charlotte McCarthy,Crew,25
1258,Emily Alfortish,Skipper,25
1259,Alice Schmid,Crew,27
1260,Grace Austin,Crew,24
1261,Hannah Freeman,Skipper,24
1262,Laura Slovensky,Skipper,25
1263,Kaitlyn Liebel,Skipper,26
1264,Payton Ruth,Crew,26
1265,Emma Shakespeare,Skipper,24
1266,Hannah Marsicano,Crew,24
1267,Lauren Salmi,Crew,26
1268,Agija Elerte,Skipper,26
1269,Katherine McGagh,Skipper,26
1270,Dylan Gorman,Crew,25
1271,Lindsey Kaufmann,Crew,26
1272,Michelle Lahrkamp,Skipper,23
1273,Ellie Harned,Skipper,26
1274,Samantha Gardner,Skipper,27
1275,Maddie Hawkins,Skipper,24
1276,Lilly Baker,Crew,27
1277,Mercy Tangredi,Skipper,25
1278,Morgan Carew,Crew,25
1279,Martha Schuessler,Skipper,27
1280,Reese Bragg,Crew,25
1281,Elise Donovan,Crew,24
1282,Emma Cowles,Skipper,25
1283,Andrea Riefkohl Gonzalez,Crew,24
1284,Yumi Yoshiyasu,Crew,24
1285,Vivian Bonsager,Skipper,25
1286,Anna Kalabukhova,Crew,24
1287,tia schoening,Crew,26
1288,Alexis Tamm,Crew,26
1289,Peyton Lieser,Crew,26
1290,Marina Hutzler,Skipper,23
1291,Mia Hanes,Skipper,24
1292,Ellie Spearman,Crew,25
1293,Alexandra Dorofeev,Crew,25
1294,Mia Nicolosi,Skipper,25
1295,Gray Hemans,Crew,25
1296,Alexandra Pierce,Crew,25
1297,Olivia Hoover,Crew,27
1298,Marleigh Belsley,Crew,24
1299,Gillian Perrell,Crew,24
1300,Caylin Schnoor,Skipper,25
1301,Isabella Welch,Crew,25
1302,Colman Schofield,Skipper,25
1303,Lauren O'Neill,Crew,24
1304,Jed Lory,Crew,27
1305,Hank Bailey,Crew,24
1306,Nathan Sih,Crew,25
1307,Aidan Iaconis,Crew,26
1308,Robert Chase,Skipper,26
1309,Charles Pohl,Crew,26
1310,Thomas Hall,Skipper,25
1311,Kaile Olson,Crew,27
1312,Nicholas Reeser,Skipper,25
1313,Daniel Neville,Crew,25
1314,William Eykyn,Crew,25
1315,Cole Woodworth,Skipper,26
1316,Garrett Grenauer,Crew,24
1317,Leyton Borcherding,Skipper,25
1318,Blake Goodwin,Skipper,27
1319,Oscar MacGillivray,Crew,24
1320,Carter Sheehan,Crew,27
1321,Robert Bragg,Skipper,23
1322,Thad Lettsome,Skipper,24
1323,Hope Breslin,Crew,26
1324,James Paul,Skipper,23
1325,Miles Bailey,Crew,25
1326,Abigail Borggaard,Crew,24
1327,Mitchell Callahan,Skipper,26
1328,Chip Kreuzkamp,Crew,24
1329,Xavier Stoldt,Crew,26
1330,Matheo Graham-capasso,Skipper,26
1331,Kees Horn,Crew,25
1332,Giovanni Perrotti,Crew,27
1333,Aidan Pesce,Crew,26
1334,Kelly Holthus,Skipper,27
1335,Hamilton Barclay,Skipper,27
1336,CJ Ricci,Crew,25
1337,Brady Starck,Crew,25
1338,Diego Escobar,Skipper,25
1339,Brilan Christopher,Crew,24
1340,Nicholas Chesemore,Skipper,27
1341,Thomas Sitzmann,Skipper,27
1342,Robert Upton,Crew,27
1343,Connor Bennett,Skipper,26
1344,Ava Brimicombe,Crew,25
1345,Miles Williams,Crew,24
1346,Caro Gaston,Crew,25
1347,Zander King,Crew,25
1348,Alex Makoid,Crew,25
1349,Beckett Kumler,Skipper,24
1350,scarlett harris,Crew,28
1351,chloe anderson,Crew,29
1352,Landon Cormie,Skipper,27
1353,Jonathan Matney,Crew,27
1354,Aliyah Oakley,Crew,27
1355,Meredith Endres,Crew,26
1356,Olivia Gilmore,Skipper,27
1357,Isabelle Kanach,Crew,25
1358,Jane Wright,Crew,28
1359,Brooke Lorson,Skipper,27
1360,Julia Kane,Crew,25
1361,Zachary Bender,Skipper,28
1362,Can Pekkan,Crew,28
1363,Brian Zagalsky,Skipper,25
1364,Charlie Bullock,Crew,25
1365,Edie Pressel,Crew,26
1366,Audrey Craig,Crew,25
1367,Jeffrey Petersen,Skipper,25
1368,Marina Conde,Skipper,28
1369,Max Kleha,Skipper,25
1370,Mary Govan,Crew,27
1371,James Lilyquist,Skipper,28
1372,Arturo Soriano,Crew,26
1373,Ian Kissel,Skipper,27
1374,Scott Opert,Skipper,28
1375,Kiara-Lee Wright,Crew,27
1376,Noah Hubbard,Skipper,26
1377,Henry Myrick,Crew,26
1378,Iliana Vasslides,Crew,27
1379,Emma Retzlaff,Crew,25
1380,Carmen Benitez,Crew,27
1381,James Cottage,Skipper,27
1382,Katherine Anderson,Crew,27
1383,Harrison Rohne,Skipper,26
1384,Dasha George,Crew,28
1385,Morgan Rathjen,Crew,28
1386,Charlotte McCoy,Crew,28
1387,Sarah Sajadi,Crew,25
1388,Peyton Hadfield,Crew,27
1389,Erin Little,Crew,28
1390,Dorothy Mendelblatt,Skipper,28
1391,Sophia Hubbard,Skipper,28
1392,Marykate Hanus,Skipper,28
1393,Maggie Sandbeck,Crew,24
1394,Paige Roby,Crew,26
1395,Sudi Zhao,Crew,26
1396,Sophia Hacket,Crew,25
1397,Clara Díaz Suárez,Skipper,28
1398,Kate Danielson,Crew,28
1399,Daniella Bregman,Crew,25
1400,Dawson Chambers-Tartaglino,Crew,27
1401,Annabel De Alessi,Crew,25
1402,Sophie Brett,Skipper,25
1403,Leah Rickard,Skipper,26
1404,Olivia Anderson,Crew,25
1405,Kiana Beachy,Skipper,28
1406,Ella Demand,Skipper,28
1407,Celia Houston,Skipper,25
1408,Mairéad Reitzel,Skipper,28
1409,Johnny Perkins,Skipper,25
1410,Emma Bellotte,Crew,27
1411,Mitchell Hnatt,Skipper,28
1412,Bryson Eaton,Crew,28
1413,John Cole McGee,Crew,26
1414,Lyla Solway,Skipper,28
1415,Olivia Soucy,Crew,28
1416,William Adams,Skipper,27
1417,Sebastian Helgesen,Skipper,27
1418,Jim Wang,Skipper,27
1419,Changtaj Li,Crew,27
1420,Ryan Brelage,Skipper,28
1421,Evelyn Hannah,Crew,28
1422,Emma Gumny,Skipper,28
1423,Yolanda Fan,Crew,27
1424,Luke Adams,Skipper,28
1425,Taylor Bulwinkle,Crew,28
1426,Bradlee Anderson,Crew,28
1427,Thomas Hester,Crew,27
1428,Henry Parker,Crew,26
1429,Damian Uzonwanne,Crew,27
1430,Holden Haenel,Skipper,28
1431,Macguire Reilley,Crew,26
1432,Nicholas Skarbek-Borowski,Skipper,27
1433,Jackson Morrice,Crew,25
1434,Connor McHugh,Skipper,28
1435,Caroline Felser,Crew,28
1436,David Vinogradov,Skipper,28
1437,Tomas Riccio,Crew,28
1438,Meara Conley,Skipper,28
1439,Jancy Grayson,Skipper,28
1440,Mackenzie Speece,Crew,28
1441,John Mason,Skipper,28
1442,Spencer Asofsky,Crew,25
1443,Emaline Ouellette,Skipper,28
1444,Brigette Alves,Crew,25
1445,James Brock,Skipper,28
1446,Edward Herman,Skipper,28
1447,Ethan Martin,Crew,28
1448,Tristan McDonald,Skipper,28
1449,Nat Altuzar,Crew,27
1450,Julia Overmyer,Crew,27
1451,Pierson Falk,Skipper,28
1452,Dean Balcirak,Crew,25
1453,Emilia Perriera,Skipper,28
1454,Caelan Haddock,Crew,25
1455,Joey Richardson,Crew,28
1456,Ali McIntyre,Crew,27
1457,Sam Puleio,Crew,28
1458,Zara Bennett,Crew,28
1459,William Michels,Skipper,25
1460,Annabel Woodworth,Crew,28
1461,Alice Thompson,Crew,25
1462,Helen Horangic,Crew,25
1463,Rowan Henkes,Crew,28
1464,Audrey Foley,Crew,28
1465,Caroline Leicht,Crew,28
1466,Elizabeth Wire,Crew,28
1467,Harrison Strom,Skipper,28
1468,Ethan Burt,Skipper,26
1469,Bryce Vitiello,Skipper,27
1470,Benjamin Ely,Skipper,28
1471,Pauline Petersen,Crew,26
1472,Emery Diemar,Skipper,28
1473,Benjamin Luu,Skipper,27
1474,Ethan Snyder,Crew,25
1475,Julian Dahiya,Skipper,28
1476,Sasha Gordon,Crew,28
1477,Marin Soderberg,Crew,28
1478,Gabby Collins,Crew,28
1479,Phoebe Hackett,Crew,28
1480,Benjamin Reeser,Skipper,28
1481,Gabriella Fields,Crew,28
1482,Jack Roman,Skipper,26
1483,Caroline Odell,Skipper,27
1484,Olivia Spada,Crew,28
1485,Tyler Lamm,Skipper,28
1486,Reese Corckran,Crew,28
1487,Jack Crager,Skipper,27
1488,Dominique Spinola,Crew,26
1489,Grace Ivancich,Skipper,28
1490,Violet Martin,Crew,28
1491,Demetry Spinola,Crew,26
1492,Peter Cotoia,Skipper,26
1493,Reid Nelson,Crew,27
1494,Owen Grainger,Skipper,28
1495,Christopher Chwalk,Skipper,28
1496,Emily Grevell,Crew,27
1497,Meg Woolverton,Crew,27
1498,John Eastman,Crew,25
1499,Stevie Thomsen,Crew,27
1500,Dylan Balunas,Skipper,28
1501,Ian Hopkins Guerra,Skipper,26
1502,Lanie Ferrarone,Crew,28
1503,Chase Decker,Skipper,28
1504,Shea Smith,Skipper,25
1505,Magdelaina Putnam,Crew,25
1506,Sam Monaghan,Skipper,24
1507,Oliver Keeves,Skipper,28
1508,Cameron Silvers,Skipper,27
1509,Jack Flores,Skipper,25
1510,Nicole Morikawa,Crew,25
1511,Ariana Schwartz,Skipper,27
1512,Kate Castleberry,Crew,28
1513,Amanda Yolles,Skipper,26
1514,Stephanie Charbonnier,Crew,27
1515,Sage Andrews,Skipper,28
1516,Eliza Loring,Crew,28
1517,Amelia Traver,Crew,28
1518,Julia Downey,Crew,27
1519,Leah O'Sullivan Rickard,Skipper,25
1520,Benjamin Stevens,Skipper,25
1521,Elliott Mendenhall,Skipper,25
1522,Joy Kim,Crew,25
1523,Lucy Murphy,Crew,28
1524,Charlotte West,Skipper,28
1525,Sean Lund,Skipper,26
1526,Abigail Forcier,Crew,25
1527,Max Harthorne,Skipper,28
1528,Abigail Furlanetto,Crew,28
1529,John O'Connell,Skipper,28
1530,Isabel Walchli,Crew,28
1531,Simone Ford,Skipper,28
1532,Ryan Thompson,Crew,26
1533,Riley Donahue,Skipper,28
1534,Carter Anderson,Skipper,27
1535,Maizie Bartlett,Crew,27
1536,Griffin Stolp,Skipper,27
1537,Juliana DeMarco,Crew,26
1538,Andrew Blagden,Skipper,28
1539,Grace Kokkotos,Crew,27
1540,Georgia Green,Skipper,28
1541,Anders Landgren,Crew,25
1542,Aengus Onken,Skipper,28
1543,Salomé Vuarlot,Crew,28
1544,Varya Kluev,Crew,25
1545,Adrien Blanc,Skipper,27
1546,Jonnie Ciffolillo,Skipper,27
1547,Sophia Browne,Skipper,25
1548,Andrea Melnik,Crew,27
1549,Ben Stevenson,Crew,27
1550,William Wheary,Skipper,28
1551,Charlie Bergendahl,Skipper,28
1552,Alexander Tielens,Crew,28
1553,Jack Schultz,Skipper,27
1554,No ,Crew,ow
1555,James Nave,Skipper,27
1556,Benjamin Ribble,Crew,28
1557,"Boone ""Showtime"" Morgan",Crew,26
1558,Mia Petritz,Crew,28
1559,Griffin Beaulieu,Skipper,27
1560,Zuzanna Ignaszak,Crew,25
1561,Dillon Garcia,Skipper,27
1562,Charlie Allen,Skipper,28
1563,Katie Hanley,Crew,26
1564,Zohar Almani,Skipper,28
1565,Liam Holder,Skipper,28
1566,Joseph Morgan,Crew,27
1567,Chloe Whitesell,Crew,28
1568,Connor Johnson,Crew,25
1569,Andrew Shaz,Skipper,27
1570,Audrey Drabenstott,Crew,28
1571,Paige Lubrano,Crew,26
1572,Cheyenne Dooley,Crew,28
1573,Pj Rodrigues,Skipper,28
1574,Avery Guck,Crew,28
1575,Macy Parke,Crew,28
1576,Blake March,Crew,27
1577,catherine brennan,Crew,26
1578,Mason Howell,Skipper,28
1579,Sara Menesale,Skipper,28
1580,Ava Moring,Skipper,25
1581,Rebekka Perinne,Crew,26
