"","coefs"
"5895",-6.55493853429584
"5896",-8.22718124862257
"5897",-7.05234827427734
"5898",-9.87561356252124
"5899",-2.13645603738516
"5900",-3.18663647970467
"5901",-3.98099788544124
"5902",-2.26957274783561
"5903",-4.08327459117774
"5904",-5.69287059486041
"5905",-4.64508715418464
"5906",-2.96791249208144
"5907",-1.9329547994513
"5908",-2.63232890006742
"5909",-1.21072791749089
"5910",-4.81544596647629
"5911",-2.97760101265217
"5912",-3.20541443716874
"5913",-1.48849859669161
"5914",-3.54520446081389
"5915",-2.25227483481513
"5916",-4.00138607638422
"5917",-2.98441602124268
"5918",-0.976157502894665
"5919",-0.860642166339261
"5920",-1.54246550307033
"5921",-2.27488929318665
"5922",-0.811731479493773
"5923",-6.73240262625256
"5924",-7.74647385089926
"5925",-6.70372195137492
"5926",-7.1203825465515
"5927",-3.77334731893978
"5928",-6.40362069326247
"5929",-209.267953085816
"5930",-211.210491182356
"5931",-917.456049269862
"5932",-5.74039442984557
"5933",-6.49678296854401
"5934",-8.46743187668781
"5935",-697.190634100921
"5936",-5.60221770774535
"5937",-5.1479929816889
"5938",-7.34155451713795
"5939",-6.84987270231213
"5940",-8.77633708410619
"5941",-7.91997084310589
"5942",-9.52329969965584
"5943",-6.84421251442723
"5944",-4.49059205647885
"5945",-3.64950547890527
"5946",-4.76268399752396
"5947",-4.68979566068577
"5948",-5.59711252731287
"5949",-4.67622024631626
"5950",-7.48890976513931
"5951",-5.62151541965707
"5952",-6.63162275598245
"5953",-6.45706869109074
"5954",-137.246977212243
"5955",-3.05322374147246
"5956",-2.91529306932972
"5957",-3.65260756877259
"5958",-3.65937474767458
"5959",-3.86408143835141
"5960",-4.65468509076308
"5961",-6.92422201222962
"5962",-4.95400877008944
"5963",-4.10100961852865
"5964",-6.80170901238745
"5965",-5.98148221001929
"5966",-6.60941736713144
"5967",-4.92543875734472
"5968",-6.75275343359948
"5969",-6.47357033606332
"5970",-2.69705715043722
"5971",-1.51621894281493
"5972",-6.11792333093084
"5973",-5.79073982634426
"5974",-8.62447439313067
"5975",-6.39590857028958
"5976",-7.24467864760064
"5977",-189.018051195775
"5978",-4.78007592570609
"5979",-3.54537605254563
"5980",-2.74169020236076
"5981",-4.6960296448236
"5982",-2.67169311135859
"5983",-3.04946886038886
"5984",-5.06587672926401
"5985",-5.01761333546656
"5986",-2.0013762577056
"5987",-2.81274627766521
"5988",-1.70383964831916
"5989",-6.94433425717324
"5990",-6.66577554679267
"5991",-4.94563388160955
"5992",-7.62271162374947
"5993",-3.53818239127702
"5994",-7.80723138387052
"5995",-5.36453540486102
"5996",-7.22977787319988
"5997",-7.06512145188256
"5998",-6.24579201560132
"5999",-8.03906534924556
"6000",-7.20025999555486
"6001",-11.10479004028
"6002",-4.25242692464394
"6003",-7.23931263252783
"6004",-5.1751701932555
"6005",-4.09050439440728
"6006",-8.41363435279226
"6007",-7.59819857988185
"6008",-5.69142963257761
"6009",-11.5625085162926
"6010",-201.22878572007
"6011",-1.2562960359401
"6012",-43.176604718443
"6013",-4.61080866868051
"6014",-8.36317194910004
"6015",-2.91708753305073
"6016",-6.05732159695702
"6017",-2.55693546253931
"6018",-2.43591774924698
"6019",-4.93297189169823
"6020",-6.12795760587639
"6021",-2.58493502633749
"6022",-3.60252185575425
"6023",-6.52926632923385
"6024",-7.85260666579111
"6025",-10.020431104051
"6026",-5.69049818017635
"6027",-9.12441951396002
"6028",-5.01487383812352
"6029",-7.6977177856931
"6030",-8.98854395960743
"6031",-11.0690907130514
"6032",-12.0414564258305
"6033",-10.7862749716469
"6034",-2.52582272774492
"6035",-3.69173897845479
"6036",-5.13070136531158
"6037",-2.02674388502987
"6038",-5.60890914385024
"6039",-8.05629484335111
"6040",-1.91714457299159
"6041",-2.80785899952227
"6042",-10.0605465353936
"6043",-4.46560968791059
"6044",-3.89003112815638
"6045",-2.70947615875082
"6046",-5.27567892699147
"6047",-5.33811550053073
"6048",-4.36249006006187
"6049",-3.65569306126775
"6050",-2.77821160603673
"6051",-3.78367751985343
"6052",-2.21069251421338
"6053",-2.85493091736356
"6054",-4.2300661334788
"6055",-9.70483438660699
"6056",-4.68270461891385
"6057",-3.97439818882893
"6058",-3.80414732641916
"6059",-6.77796375801933
"6060",-3.51054295499662
"6061",-8.45844920195142
"6062",-4.84412130379678
"6063",-3.82960505565384
"6064",-7.19185948296968
"6065",-5.25424265621203
"6066",-6.24015991727313
"6067",-6.46021749523663
"6068",-9.05864599613074
"6069",-9.20798903235408
"6070",-9.79132611838625
"6071",-4.86063582310058
"6072",-5.63435892503801
"6073",-7.07693773969334
"6074",-5.5374286387738
"6075",-6.85015287206201
"6076",-3.80132061506288
"6077",-8.47742761001231
"6078",-6.16603116301724
"6079",-10.2267988486658
"6080",-8.75443477164157
"6081",-3.56078708435058
"6082",-3.02556896026303
"6083",-5.52761500138496
"6084",-9.47791359004918
"6085",-7.7319749636298
"6086",-0.579023063853128
"6087",-6.61680754292772
"6088",-5.69544750964164
"6089",-8.15117108491378
"6090",-6.99045456195674
"6091",-2.28703660480545
"6092",-2.96334610632019
"6093",-4.34045594529366
"6094",-3.86798574494577
"6095",-8.49834556331717
"6096",-4.54657938388297
"6097",-8.95047297615204
"6098",-8.46396316748184
"6099",-4.94712646222365
"6100",-3.68471167171438
"6101",-4.9252597324336
"6102",-8.54961055499405
"6103",-4.69325751380305
"6104",-4.4169517908864
"6105",-5.84081373132801
"6106",-8.31833380250646
"6107",-7.67326423170579
"6108",-8.63082421839735
"6109",-8.85693688771832
"6110",-9.76744076254155
"6111",-10.3454530272117
"6112",-8.61730701624919
"6113",-7.89174123501124
"6114",-4.72672993426096
"6115",-6.57976995262757
"6116",-6.01147000746437
"6117",-6.7568782210692
"6118",-0.0627016595607301
"6119",-4.6309055197591
"6120",-4.25476661168358
"6121",-5.27982684576554
"6122",-5.62472540669413
"6123",-6.2237995339193
"6124",-9.1220757661651
"6125",-2.99887020977926
"6126",-2.31820209843144
"6127",-6.30401059443045
"6128",-3.39284519587446
"6129",-4.24689795257547
"6130",-8.13603022351171
"6131",-8.97824121999616
"6132",-5.34598816175247
"6133",-7.73727416594511
"6134",-8.33449845957583
"6135",-9.71148496593869
"6136",-9.15614393188199
"6137",-3.04449227808689
"6138",-1.85447371787617
"6139",-2.12702965867598
"6140",-3.34870896602877
"6141",-3.32018042985715
"6142",-16.1360144559649
"6143",-3.34444510016434
"6144",-9.67860914322051
"6145",-374.829050016752
"6146",-376.185831304484
"6147",-374.863721538478
"6148",-4.49485548139788
"6149",-5.63174273262248
"6150",-9.35259111261536
"6151",-7.89302192264375
"6152",-9.95581450034771
"6153",-8.95351471395327
"6154",-12.2004789498878
"6155",-1.90660926693593
"6156",-6.17394493586838
"6157",-8.14987422679098
"6158",-9.06835298959672
"6159",-7.03502194669051
"6160",-6.37713760225978
"6161",-752.02275224333
"6162",-2.73269293135078
"6163",-5.66487927789092
"6164",-5.45363711052022
"6165",-4.6690835875855
"6166",-6.85787457721003
"6167",-5.06741421923232
"6168",-4.59049860892085
"6169",-2.55101382662718
"6170",-8.56092743433828
"6171",-6.02297553435992
"6172",-6.70992698341715
"6173",-9.57473803381038
"6174",-2.68975576616342
"6175",-6.22382780879693
"6176",-5.22012758267093
"6177",-1.91945427632018
"6178",-2.87444630871755
"6179",-3.13481559138569
"6180",-1.25676606927132
"6181",-3.04788061981111
"6182",-3.52707950622778
"6183",-8.78056397222142
"6184",-3.87628243871251
"6185",-4.45616754393936
"6186",-3.67200927906435
"6187",-1.66566683697479
"6188",-4.08546707110733
"6189",-8.00049354102561
"6190",-8.79329105659716
"6191",-9.30534077957597
"6192",-4.28052682490889
"6193",-3.47228604406601
"6194",-5.56854999093633
"6195",-3.78013345264637
"6196",-30.2496231191757
"6197",-4.74017753617252
"6198",-2.89460619863863
"6199",-4.08708067202264
"6200",-4.98526835338808
"6201",-7.97880842544717
"6202",-6.95553530727295
"6203",-3.48800128702177
"6204",-8.57802292373557
"6205",-5.25473817302915
"6206",-6.92689490893278
"6207",-7.71382877575758
"6208",-7.17907396734569
"6209",-1.72305064682834
"6210",-1.30085014815731
"6211",-1.35711801666659
"6212",-2.48273966792939
"6213",-2.11831966530431
"6214",-2.48326313737982
"6215",-4.57452296973716
"6216",-2.39620144617467
"6217",-4.3594306700023
"6218",-2.04580984233723
"6219",-2.59272627028864
"6220",-3.34662943734494
"6221",-2.73635662334058
"6222",-2.97866043499732
"6223",-2.52607113089127
"6224",-3.19890271098544
"6225",-3.48354999271172
"6226",-2.01100338292699
"6227",-2.73928207112999
"6228",-2.62116311666418
"6229",-2.77748971927551
"6230",-2.12765789792985
"6231",-2.24339189563059
"6232",-1.43857418300433
"6233",-3.12278993063944
"6234",-3.50720150824225
"6235",-2.75539026621689
"6236",-1.20225598439589
"6237",-2.42952734858684
"6238",-3.1990937260577
"6239",-6.23480669915111
"6240",-8.89370755316588
"6241",-8.66769756588158
"6242",-4.73461146783779
"6243",-17.779013121592
"6244",-4.10844124806354
"6245",-2.34365294804499
"6246",-3.2946768767645
"6247",-2.11069140795252
"6248",-1.85132252763748
"6249",-2.62986015527949
"6250",-2.00621352859523
"6251",-2.6447993756486
"6252",-2.69328700685321
"6253",-2.75067388186443
"6254",-1.53897047676097
"6255",-3.0027318641331
"6256",-2.24265909315005
"6257",-4.86570264536311
"6258",-3.80406066057131
"6259",-3.48247203469495
"6260",-6.14422756720384
"6261",-7.16078106039916
"6262",-9.37868102620996
"6263",-2.10960824307452
"6264",-4.0625339466234
"6265",-5.52045509220829
"6266",-9.86749506248466
"6267",-3.56725277106364
"6268",-7.29873365151789
"6269",-5.315393511537
"6270",-7.62677450405153
"6271",-4.06932375365372
"6272",-3.83054664677354
"6273",-3.43635307387285
"6274",-3.44636567615308
"6275",-4.27270304488425
"6276",-3.85001457953229
"6277",-6.76643600780451
"6278",-4.27853233065238
"6279",-2.61581675870769
"6280",-2.05802997875122
"6281",-2.5928252215385
"6282",-1.9240551681284
"6283",-1.20254357612342
"6284",-2.56740087798735
"6285",-2.11421207901111
"6286",-2.97179759342671
"6287",-4.08501922541009
"6288",-46.8931943767735
"6289",-1.03090038464043
"6290",-5.32262742035752
"6291",-6.1290354219457
"6292",-4.03482361452876
"6293",-3.1563408115569
"6294",-3.14297398621093
"6295",-3.79054892706384
"6296",-8.01766832231576
"6297",0.239986913515196
"6298",-5.10260013679843
"6299",-3.76733998960555
"6300",-6.78596273259478
"6301",-3.30960088404061
"6302",-2.06119324329359
"6303",-12.1107128419306
"6304",-3.35497986439847
"6305",-6.29319581435254
"6306",-6.3878093595122
"6307",-3.47245716084029
"6308",-3.39280856427894
"6309",-3.49629695803591
"6310",-5.59431788984747
"6311",-8.98829799435376
"6312",-10.897344624346
"6313",-3.54295642137208
"6314",-6.59381168410513
"6315",-4.88980506505862
"6316",-7.05066019857449
"6317",-6.38189665901555
"6318",-4.11240228654088
"6319",-2.77831137607026
"6320",-1.9489220108631
"6321",-8.28329720522035
"6322",-1.90407642075866
"6323",-1.73559386890366
"6324",-2.24652869252597
"6325",-8.11183440356498
"6326",-9.23182974763327
"6327",-7.82016265753785
"6328",-7.74543568964253
"6329",-9.3411315406909
"6330",-10.2618203587152
"6331",-5.17195385856667
"6332",-8.61081808071003
"6333",-8.85314097481037
"6334",-9.6757462702119
"6335",-12.1591779321886
"6336",-6.55859336141296
"6337",-7.90125977236869
"6338",-8.14180052402023
"6339",-905.684162242346
"6340",-6.41656710329136
"6341",-7.22745198238096
"6342",-5.29403099144199
"6343",-7.23293661485809
"6344",-7.37925651616365
"6345",-7.85032560057343
"6346",-8.16672980732386
"6347",-7.46391214946749
"6348",-9.004996346171
"6349",-8.66461373999249
"6350",-3.96449560265711
"6351",-1.68383445396981
"6352",-8.26113096849227
"6353",-5.2098833166072
"6354",-9.91325898424742
"6355",-4.94229132132787
"6356",-3.61384740764706
"6357",-4.66584023692266
"6358",-4.55265108371779
"6359",-8.84733462357693
"6360",-371.588972617572
"6361",-2.55658893558413
"6362",-4.33648314318634
"6363",-5.15228617075454
"6364",-5.72784860056464
"6365",-7.18769753606986
"6366",-99.1431884453801
"6367",-2.31041332930587
"6368",-4.76958970879977
"6369",-4.84447575665536
"6370",-7.18127453074334
"6371",-2.90110402275045
"6372",-4.11969531459471
"6373",-4.83029681605933
"6374",-4.93664407294128
"6375",-6.12379599508034
"6376",-6.6594367695412
"6377",-7.33817188062278
"6378",-5.69168137689286
"6379",-19.9877424904951
"6380",-5.14434719421016
"6381",-8.48779815546911
"6382",-24.6928875746981
"6383",-22.9690081692072
"6384",-26.1471058062631
"6385",-24.7578586200207
"6386",-6.49927751810202
"6387",-4.32531775048707
"6388",-5.58012297363194
"6389",-7.70545549707771
"6390",-169.849331098149
"6391",-0.518270530837896
"6392",-1.2595185735388
"6393",-3.36664771795708
"6394",-2.54452851854774
"6395",-332.010421500672
"6396",-2.39844271180206
"6397",-3.00066937057275
"6398",-43.4036619633365
"6399",-19.3549011060914
"6400",-111.755081515361
"6401",-4.06933659222247
"6402",-4.39150201449763
"6403",-7.05285922785242
"6404",-6.76974937722943
"6405",-10.1074456188258
"6406",-5.87810120652392
"6407",-7.17165271357592
"6408",-7.95891723969453
"6409",-6.2637520817344
"6410",-5.3583219340515
"6411",-3.26186762569932
"6412",-5.5788969303623
"6413",-4.37474390680197
"6414",-4.5911633856349
"6415",-6.19338121351035
"6416",-3.6528536299974
"6417",-3.61621995054736
"6418",-3.19923801652604
"6419",-4.47818653746202
"6420",-7.84283620821085
"6421",-2.66530195043276
"6422",-4.23795863905275
"6423",-4.42747172182774
"6424",-2.84016174791304
"6425",-5.42866485251943
"6426",-4.32343254014981
"6427",-5.11141214943368
"6428",-3.00942391372126
"6429",-4.7224733759808
"6430",-5.00885624771379
"6431",-4.44089752923335
"6432",-5.07612868971199
"6433",-6.0982723420347
"6434",-54.044264401355
"6435",-4.97279515605112
"6436",-4.89256766126749
"6437",-4.74026972559065
"6438",-9.56135325227936
"6439",-4.07920111657066
"6440",-4.46056999415134
"6441",-8.44666601253601
"6442",-6.56416329671049
"6443",-9.00809814921701
"6444",-5.50358872225777
"6445",-6.27775532234148
"6446",-6.90867833663944
"6447",-4.4967224163934
"6448",-5.31663499185342
"6449",-7.0219648442617
"6450",-8.10653932348455
"6451",-4.73667484835505
"6452",-3.83451163218351
"6453",-5.54326507942895
"6454",-5.08393856452497
"6455",-4.49076335002093
"6456",-4.0240321982711
"6457",-3.5456521800416
"6458",-3.53043962684694
"6459",-4.21243982735839
"6460",-3.69410171451449
"6461",-6.74010091854879
"6462",-8.43537581301482
"6463",-7.32123828577784
"6464",-7.19122153231703
"6465",-7.90754258749459
"6466",-3.66090324944614
