"","coefs"
"3740",-4.20824549024832
"3741",-7.59069837814445
"3742",-5.62226489184781
"3743",-7.13725069964809
"3744",-4.46177075333932
"3745",-8.34552470064421
"3746",-4.37767948453751
"3747",-5.78514049900824
"3748",-5.20820823958084
"3749",-1.61442468108626
"3750",-2.22003139993021
"3751",-4.76755249198939
"3752",-2.37238321596729
"3753",-2.26878863021417
"3754",-1.13249345138777
"3755",-1.80852428382337
"3756",-3.86507766766096
"3757",-3.17922945955274
"3758",-2.12746972455949
"3759",-5.62823239937541
"3760",-1.67727607771775
"3761",-0.76285993132268
"3762",-1.15748790473711
"3763",-1.97361447673578
"3764",-1.5489862990994
"3765",-1.14448740691313
"3766",-2.30322722381769
"3767",-3.15284656367928
"3768",-3.90263863921237
"3769",-2.12283154448673
"3770",-1.68185134849219
"3771",-3.7576346308895
"3772",-2.09770830350305
"3773",-1.2584961834057
"3774",-6.63061033891429
"3775",-5.3152741276875
"3776",-3.73463170953221
"3777",-3.92535891833271
"3778",-3.48092606437635
"3779",-3.65014871269511
"3780",-4.82537259624428
"3781",-6.67508304551441
"3782",-2.4507521465485
"3783",-5.17740435479431
"3784",-3.76116565689301
"3785",-6.79908507805845
"3786",-7.35220716497801
"3787",-6.2626084636365
"3788",-5.96191894440949
"3789",-6.68960981434259
"3790",-3.55578863656731
"3791",-1.40931576954725
"3792",-1.69654264137117
"3793",-2.92354985507856
"3794",-3.6675103798232
"3795",-6.40466449101865
"3796",-4.74501849053357
"3797",-4.74501849053365
"3798",-4.44865729740164
"3799",-4.7107521249238
"3800",-10.371590590941
"3801",-2.15643895105597
"3802",-8.36178406908181
"3803",-7.83668680422787
"3804",-5.08829859846932
"3805",-3.65594155333321
"3806",-4.28735342316995
"3807",-1.12487625627654
"3808",-1.67513250865116
"3809",-2.01450486923051
"3810",-1.43357970042581
"3811",-6.18393446086827
"3812",-1.33652922575445
"3813",-5.6840623007061
"3814",-5.158271566986
"3815",-2.43783361163713
"3816",-2.44976993759028
"3817",-2.0183620897881
"3818",-4.07642295705594
"3819",-3.24005114330569
"3820",-7.26808906611757
"3821",-6.91940279349919
"3822",-4.86909865747546
"3823",-3.92747172399291
"3824",-2.2670807673527
"3825",-5.26778178343929
"3826",-4.55339034400237
"3827",-5.23523896693061
"3828",-6.97875785783577
"3829",-1.48065077549026
"3830",-2.27650424645188
"3831",-2.17059430368016
"3832",-5.24362162555281
"3833",-4.23790817801881
"3834",-4.3418624992326
"3835",-4.89927475834446
"3836",-1.6787505193565
"3837",-0.183165127954965
"3838",-1.86955337815633
"3839",-2.3038530657937
"3840",-8.21233316241364
"3841",-2.00649298855637
"3842",-2.86534921331091
"3843",0.0212427600977492
"3844",-3.77515624439144
"3845",-4.54399308952415
"3846",-6.57104869324658
"3847",-5.77308113099332
"3848",-2.37322799715253
"3849",-2.93171054434336
"3850",-1.61683538111524
"3851",-1.59327124860647
"3852",-2.29909942305736
"3853",-4.26056284488416
"3854",-2.15745978385965
"3855",-7.73722640132107
"3856",-2.33975031143063
"3857",-5.55081292088101
"3858",-1.70581066900641
"3859",-3.11235515928234
"3860",-9.15496488401999
"3861",-5.22130614487622
"3862",-6.55095697961721
"3863",-4.15049571689909
"3864",-3.64094319137288
"3865",-3.94722868741408
"3866",-3.225880062762
"3867",-3.57854154527428
"3868",-41.9012734950784
"3869",-42.6513038023081
"3870",-44.2110251108682
"3871",-1.11179128347305
"3872",-463.786271533726
"3873",-5.51689884235853
"3874",-5.24693331522641
"3875",-11.4935294454674
"3876",-5.83815246583271
"3877",-2.63260599083665
"3878",-4.56259945718801
"3879",-5.95505010921121
"3880",-7.41484719519269
"3881",-8.07233292230242
"3882",-7.25368826531505
"3883",-2.86835945840892
"3884",-4.51438889566057
"3885",-4.02923530135223
"3886",-5.4282660182073
"3887",-1.50764064926946
"3888",-1.96113723846202
"3889",-3.15551375118176
"3890",-2.89202706606895
"3891",-4.79116229078289
"3892",-1.69279728435785
"3893",-9.55754142161001
"3894",-4.09926517974503
"3895",-0.576715685704357
"3896",-2.70685697356231
"3897",-6.28051787625398
"3898",-4.38781736667963
"3899",-6.8772941341517
"3900",-5.41892502599947
"3901",-7.19029610274211
"3902",-5.88540363722566
"3903",-6.24029096833587
"3904",-6.1917007274682
"3905",-7.89156550477827
"3906",-5.53671948463213
"3907",-4.89760454309331
"3908",-0.486209375227787
"3909",-6.66345573137949
"3910",-5.13632826401243
"3911",-2.34540285324564
"3912",-4.34749091257993
"3913",-5.90137721774326
"3914",-9.39793005180047
"3915",-4.23497364719026
"3916",-1.22569614873137
"3917",-4.69801722184121
"3918",-6.260175106752
"3919",-6.29501344562684
"3920",-1.61533365743506
"3921",-144.962588235884
"3922",-1.56916764695154
"3923",-2.23543672469646
"3924",-2.40692144197894
"3925",-2.62647874458932
"3926",-4.08852867869922
"3927",-2.91889971098158
"3928",-4.97400799050098
"3929",-4.88097951094468
"3930",-6.51171782315313
"3931",-10.2721672903822
"3932",-8.10464053066076
"3933",-4.11022938002876
"3934",-4.52452693324628
"3935",-3.32330747317476
"3936",-7.12129637184506
"3937",-4.75656824123885
"3938",-3.73089969792466
"3939",-2.69790825656148
"3940",-6.7468279700995
"3941",-3.3221940687767
"3942",-1.44051869512228
"3943",-3.88032110064691
"3944",-3.5122478439915
"3945",-5.69896956200608
"3946",-2.21639746618411
"3947",-2.90451810563482
"3948",-4.56595282110277
"3949",-2.44430181988099
"3950",-11.7046182243273
"3951",-1.35729598482581
"3952",-3.32091141951983
"3953",-2.27352396711754
"3954",-2.36611752249087
"3955",-1.49725337526993
"3956",-3.48123255871678
"3957",-1.94877134559513
"3958",-0.865805394720923
"3959",-1.84110581232736
"3960",-1.44481940539555
"3961",-2.99980605144535
"3962",-2.73818466684367
"3963",-4.94052579895131
"3964",-5.21790636303879
"3965",-3.15153878262839
"3966",-7.14115224785075
"3967",-4.33917207231846
"3968",-6.14686162281393
"3969",-7.95373546374407
"3970",-1.44997573554383
"3971",-3.66685583820214
"3972",-3.01730671160871
"3973",-3.1822514404341
"3974",-6.78968168966261
"3975",-7.91465944106281
"3976",-2.45648274784375
"3977",-2.21731117261609
"3978",-1.97896649045882
"3979",-2.77405830273392
"3980",-3.53128411008882
"3981",-2.64992571777117
"3982",-1.97531041883937
"3983",-0.975042368566449
"3984",-2.10961597699085
"3985",-5.40581354180526
"3986",-9.13107284429594
"3987",-5.66366907674853
"3988",-1.91574286937112
"3989",-1.98657788474722
"3990",-2.10554532908347
"3991",-1.8406707147503
"3992",-2.87862405676591
"3993",-1.37867882787756
"3994",-2.34485523380596
"3995",-3.91457384304221
"3996",-3.94551275137744
"3997",-1.49854329959166
"3998",-1.36635103706297
"3999",-1.492773240844
"4000",-1.28501765258247
"4001",-1.64911118280725
"4002",-0.87270520959666
"4003",-5.45703516964522
"4004",-1.65387344483349
"4005",-1.63025821176078
"4006",-4.60434054035522
"4007",-3.4724456856338
"4008",-3.67799175634678
"4009",-6.04834549659392
"4010",-5.97483533498769
"4011",-170.542435268479
"4012",-7.77981321491893
"4013",-8.61126615528056
"4014",-2.67277695933143
"4015",-0.83972281831268
"4016",-1.59245725023487
"4017",-15.6287396308003
"4018",-4.63716842075564
"4019",-0.771327774022865
"4020",-4.66199961035895
"4021",-6.96963000618908
"4022",-8.24404761845454
"4023",-1.55012570893456
"4024",-2.17343303866281
"4025",-1.12666561170772
"4026",-1.53159260786202
"4027",-1.98330974145176
"4028",-3.89703471192394
"4029",-2.98684291748822
"4030",-1.81845746872511
"4031",-1.7699374836622
"4032",-3.31465589041781
"4033",-1.93337516402374
"4034",-2.47566180401427
"4035",-5.53044093929236
"4036",-3.35584525761837
"4037",-1.42197338131996
"4038",-6.80907603744737
"4039",-4.8528551747317
"4040",-2.65859866003569
"4041",-2.67992350444933
"4042",-3.04367314187652
"4043",-5.11893613791128
"4044",-6.67721036663301
"4045",-4.22218570459071
"4046",-0.309908771715897
"4047",-1.17014560843691
"4048",-6.46026579801642
"4049",-2.87109555004719
"4050",-8.90759652333915
"4051",-11.5858691185801
"4052",-3.19564685754793
"4053",-0.75800714449224
"4054",-1.96216020734039
"4055",-3.22141723855526
"4056",-2.91745780572478
"4057",-2.81348975651414
"4058",-2.21250632473905
"4059",-0.401548695719299
"4060",-0.78070140095025
"4061",-1.41678050381745
"4062",-1.94971056510792
"4063",-2.23983642508696
"4064",-4.86099774316847
"4065",-2.87570344434192
"4066",-6.28231704047363
"4067",-5.05992310255962
"4068",-7.04380634006253
"4069",-4.67937995069923
"4070",-4.9402144320081
"4071",-3.91361056428619
"4072",-6.530723128277
"4073",-2.7478495176675
"4074",-4.16975363490371
"4075",-5.27340378647372
"4076",-4.60326960048823
"4077",-9.22423154363784
"4078",-10.9658637566544
"4079",-4.42808080976835
"4080",-2.36142482666892
"4081",-1.40936266095801
"4082",-2.49456155169852
"4083",-4.13023161192746
"4084",-7.23097726348718
"4085",-6.82054186543425
"4086",-7.256813688286
"4087",-2.79445899747375
"4088",-1.74608959780082
"4089",-3.42591898755367
"4090",-3.52295753722638
"4091",-4.51095832168491
"4092",-7.80987847551697
"4093",-8.75084630473123
"4094",-6.12216263098824
"4095",-1.55708918825533
"4096",-3.66025133572029
"4097",-5.96681066611615
"4098",-6.31391796487273
"4099",-6.58542588524082
"4100",-8.98320519153
"4101",-2.37689748902517
"4102",-3.43211371075088
"4103",-2.6452939647408
"4104",-5.63453617071053
"4105",-3.78889308090868
"4106",-3.56622361340203
"4107",-2.5552060061344
"4108",-2.01732003957568
"4109",-2.38687288471112
"4110",-1.91003908949753
"4111",-5.64670877845106
"4112",-3.96078899197073
"4113",-2.29471970659853
"4114",-2.51183830413476
"4115",-4.45037640574563
"4116",-0.935255468426021
"4117",-2.27999294110012
"4118",-2.34490775128467
"4119",-3.26782124262812
"4120",-3.49189557745328
"4121",-8.91130489765783
"4122",-2.27501732351897
"4123",-1.46278653804853
"4124",0.785269621676065
"4125",-11.409348555847
"4126",-1.50582459502093
"4127",-5.4780393724873
"4128",-7.188538836536
"4129",-6.86832573052919
"4130",-2.86822545684916
"4131",-3.69116251675865
"4132",-5.26470751534251
"4133",-9.03056601091319
"4134",-3.37836606682893
"4135",-3.77577648196311
"4136",-6.3477174709877
"4137",-4.29371833268345
"4138",-5.47726610407204
"4139",-4.47392677571005
"4140",-25.0444253950349
"4141",-8.28203590692212
"4142",-8.45223617599217
"4143",-2.34137765508453
"4144",-3.02358461432334
"4145",0.0726916122357579
"4146",-4.51358972143376
"4147",-5.79219334594262
"4148",-81.9427655922346
"4149",-1.83947879966937
"4150",-5.28721165390994
"4151",-0.629925634114386
"4152",-4.84839119362402
"4153",-0.455253492752234
"4154",-1.08745886314065
"4155",-5.48517043857623
"4156",-2.56862392966042
"4157",-3.55119698617725
"4158",-1.77882192905849
"4159",-3.82575079028339
"4160",-4.13937782528652
"4161",-10.138504896342
"4162",-5.33723599290448
"4163",-2.97843538335292
"4164",-1.51400810450667
"4165",-1.43004764041788
"4166",-4.42518368934395
"4167",-4.04559374507741
"4168",-3.45458391482902
"4169",-5.04558401968049
"4170",-8.05085626597219
"4171",-3.04124159138763
"4172",-2.96539883842604
"4173",-4.37874183439564
"4174",-2.17135493226814
"4175",-2.1233360585498
"4176",-3.43288872149705
"4177",-2.24887770387966
"4178",-3.26578600549757
"4179",-6.04717721085728
"4180",-3.03503673357596
"4181",-2.53285187101019
"4182",-4.20408280493871
"4183",-3.32240886494139
"4184",-4.25165144322699
"4185",-3.74284849743003
"4186",-3.83245737644904
"4187",-4.26492030456143
"4188",-6.28399301853824
"4189",-2.66192574304614
"4190",-3.6842534717926
"4191",-1.66747881055963
"4192",-4.08906438001662
"4193",-6.52359651047189
"4194",-7.79454287159081
"4195",-6.3245865752007
"4196",-1.44447754230001
"4197",-1.962447671311
"4198",-2.05962125523357
"4199",-4.1848270101832
"4200",-1.48662244495756
"4201",-2.14134225141112
"4202",-2.03611026795093
"4203",-3.71072222214246
"4204",-1.4645001175175
"4205",-2.83726720616758
"4206",-3.30352553084984
"4207",-5.15530514856809
"4208",-11.439125575551
"4209",-422.85855827039
"4210",-4.33583707657792
"4211",-5.38021271118399
"4212",-4.62566550044968
"4213",-4.80459204172274
"4214",-10.0454725268808
"4215",-5.622993033342
"4216",-4.15340405094102
"4217",-1.76931246663676
"4218",-1.81851243387229
"4219",-3.12722624424822
"4220",-4.24495869676227
"4221",-4.80127640359649
"4222",-0.539797936977862
"4223",-1.45606550594499
"4224",-2.92748766636601
"4225",-3.24303596814428
"4226",-5.5618952646777
"4227",-4.45473095024505
"4228",-2.94362580615478
"4229",-1.3061399088445
"4230",-4.57963319469573
"4231",-0.667773454804092
"4232",-2.80032260640021
"4233",-7.86518625002114
"4234",-13.5907006451183
"4235",-7.25828286302152
"4236",-9.95552772982916
"4237",0.0278398212940658
"4238",-3.8983547118097
"4239",-11.009356723349
"4240",-5.62259066170682
"4241",-6.9178529134596
"4242",-2.89856674607435
"4243",-4.40228675061422
"4244",-6.76382887027188
"4245",-7.89324556196235
"4246",-5.7182624286433
"4247",-3.30689264140125
"4248",-3.24028639572623
"4249",-8.16944345865295
"4250",-2.07834804081324
"4251",-6.64614154918897
"4252",-6.64614154918746
"4253",-3.68988606086407
"4254",-1.59012816845129
"4255",-3.81968928213354
"4256",-3.75649057889078
"4257",-5.03028399234503
"4258",-6.94710785439636
"4259",-2.08055084438459
"4260",-10.5291532393234
"4261",-7.52991619295264
"4262",-5.52207538093893
"4263",-1.56174312219486
"4264",-2.54649920187055
"4265",-3.9116329160365
"4266",-3.42350893046986
"4267",-3.66194411644378
"4268",-2.5312352105687
"4269",-3.59818277642043
"4270",-3.78125575536919
"4271",-8.11310350145038
"4272",-7.88512487129677
"4273",-2.9975454570517
"4274",-3.07291575829143
"4275",-6.35855469855758
"4276",-5.84460683874829
"4277",-5.77421104374358
"4278",-7.49572966653494
"4279",-7.70853294371017
"4280",-5.93795897603934
"4281",-8.51796444085778
"4282",-9.4546375346961
"4283",-3.262656376047
"4284",-0.504841589386956
"4285",-3.03454092378882
"4286",-4.82413476547234
"4287",-6.02879371291306
"4288",-11.5623537702899
"4289",-3.40444879847752
"4290",-4.87432396068709
"4291",-2.78507598566762
"4292",-8.1636004043807
"4293",-9.91940676103687
"4294",-1.57862225438816
"4295",-1.66872389641739
"4296",-1.97983381500396
"4297",-4.45632304773864
"4298",-2.72974856416994
"4299",-5.53100419010289
"4300",-2.8452855322727
"4301",-6.57888866195293
"4302",-1.28865977766372
"4303",-1.90408575428648
"4304",-3.35418094824044
"4305",-9.18691239300719
"4306",-7.69972241335179
"4307",-3.09683725592163
"4308",-2.0671729478575
"4309",-4.40669965447506
"4310",-3.59512719366469
"4311",-3.02516527480162
"4312",-2.826589704714
"4313",-4.19410347928616
"4314",-6.85390915407893
"4315",-3.16137227698354
"4316",-5.62721928821745
"4317",-4.48730448222176
"4318",-4.24344303328107
"4319",-58.2350401297763
"4320",-3.07004220586197
"4321",-5.95016690140702
"4322",-1.23451962206661
"4323",-4.42355274484476
"4324",-3.40202199374502
"4325",-1.78720230573214
"4326",-2.56293308133041
"4327",-2.4544941004622
"4328",-3.78234159232761
"4329",-5.47998805176599
"4330",-5.85178481922193
"4331",-7.19242426283174
"4332",-3.14760614370397
"4333",-3.53584234222802
"4334",-3.52502943705187
"4335",-5.00849134275765
"4336",-8.53355821738751
"4337",-5.54334478656511
"4338",-7.33271329855319
"4339",-6.28221595915596
"4340",-3.49879353563418
"4341",-4.47653365148867
"4342",-2.49398741730408
"4343",-4.16576795685774
"4344",-5.29777982524791
"4345",-4.27778752760159
"4346",-4.03131697789425
"4347",-6.99009229344622
"4348",-5.67111773519963
"4349",-8.42590877722677
"4350",-7.1872979299375
"4351",-1.9020547291037
"4352",-1.6617313935451
"4353",-8.1368089797173
"4354",-1.69633375115842
"4355",-3.49639468008485
"4356",-4.72566353846784
"4357",-1.88070330670772
"4358",-4.50647136519564
"4359",-4.4794994894599
"4360",-10.0284202321434
"4361",-5.16570741536867
"4362",-4.29236772639206
"4363",-9.08917719197294
"4364",-4.56154587260616
"4365",-4.48887127122612
"4366",-6.72116173377987
"4367",-6.12165930675852
"4368",-8.66508962179037
"4369",-4.58078960468009
"4370",-4.88579743809407
"4371",-6.70424690293001
"4372",-8.09004828329918
"4373",-7.01384813934197
"4374",-3.80626653645496
"4375",-8.32800673178997
"4376",-6.40214944958296
"4377",-6.52434335720497
"4378",-6.59875315106021
"4379",-6.29424638942797
"4380",-37.9881541803588
"4381",-6.91492490034835
"4382",-5.49451889558085
"4383",-6.19888233205319
"4384",-8.02936292084652
"4385",-7.83432815557197
"4386",-8.24389563991818
"4387",-6.1177003604829
"4388",-6.63666190253164
"4389",-4.83060534170929
"4390",-2.65266486426739
"4391",-3.97408697261753
"4392",-3.78412074453536
"4393",-8.24652472303097
"4394",-9.15124922233815
"4395",-5.20378877738892
"4396",-3.24096413038185
"4397",-4.47258507737024
"4398",-2.08499129426994
"4399",-4.06429602670232
"4400",-5.49050846444314
"4401",-3.27210798499939
"4402",-5.84744674359217
"4403",-5.31503407845841
"4404",-5.65310620015205
"4405",-5.73532195781775
"4406",-8.06671905311575
"4407",-110.651277388623
"4408",-5.54839837602501
"4409",-7.85542535737645
"4410",-5.49606363124252
"4411",-4.02595788495213
"4412",-6.40712624762054
"4413",-5.26391399592578
"4414",-2.93431418135557
"4415",-5.6478446919734
"4416",-3.07267408684231
"4417",-5.01965047713153
"4418",-5.27338161559726
"4419",-5.49470071520946
"4420",-3.99823539206119
"4421",-6.72106166943897
"4422",-6.66083803417558
"4423",-1.72932100546325
"4424",-7.29966533965893
"4425",-2.28649910464341
"4426",-2.30453868384282
"4427",-7.1650311728437
"4428",-2.96985012312794
"4429",-5.24033619342583
"4430",-3.03660019503079
"4431",-3.35139646331956
"4432",-3.90640575596572
"4433",-3.66767861899228
"4434",-5.48441679979598
"4435",-8.54088043851183
"4436",-10.8622950617758
"4437",-8.02059397090832
"4438",-5.69355514892231
"4439",-3.48891012238212
"4440",-3.49604967662091
"4441",-4.3587446884047
"4442",-3.99336567455069
"4443",-7.06289829403062
"4444",-4.31769575158123
"4445",-5.32825697468564
"4446",-5.7318332884677
"4447",-8.36133061521909
"4448",-3.36595725474905
"4449",-4.88604910262541
"4450",-5.93958557750807
"4451",-7.63424068777201
"4452",-144.962588235885
"4453",1.91396309512317
"4454",-5.42645309617467
"4455",-8.32580110097393
"4456",-3.77998606686239
"4457",-6.7982736305903
"4458",-0.866000686379579
"4459",-3.10456912047647
"4460",-1.89221157029641
"4461",-3.36016762671761
"4462",-4.24753120552523
"4463",-1.21689216861694
"4464",-6.78758554608345
"4465",-4.73532627493736
"4466",-3.10622296957308
"4467",-3.33648984116604
"4468",-3.05998451074922
"4469",-2.41859997664324
"4470",-3.90384973036339
"4471",-1.59900683052331
"4472",-2.26446362139995
"4473",-4.12571536842901
"4474",-7.2942208635539
"4475",-1.38452519303266
"4476",-2.5670165464746
"4477",-1.62923390949823
"4478",-2.42624580557074
"4479",-2.1409997878697
"4480",-2.11387398610336
"4481",-6.44035695847145
"4482",-4.56854362884289
"4483",-7.72836150031867
"4484",-7.21914167662129
"4485",-5.32994885828333
"4486",-1.48939328182075
"4487",-3.10376190963962
"4488",-2.09082833825832
"4489",-6.11884674484432
"4490",-3.32931956884337
"4491",-6.83058039983158
"4492",-8.44731565620137
"4493",-5.72066100907284
"4494",-4.4210848345281
"4495",-7.22464976791417
"4496",-6.64461196019764
"4497",-4.56852790693887
"4498",-2.21369223976907
"4499",-6.32144287746189
"4500",-7.7165266531488
"4501",-8.03702167064111
"4502",-7.38408100705871
"4503",-4.13563614699379
"4504",-3.67131197546908
"4505",-6.3216556001432
"4506",-6.73937896699638
"4507",-11.8475997530864
"4508",-2.07774348379559
"4509",-3.68428495468359
"4510",-5.472868268235
"4511",-4.44996884667799
"4512",-0.490285163272944
"4513",-1.11521521617587
"4514",-1.30696117335526
"4515",-1.20553493975319
"4516",-2.77551378935135
"4517",-2.72968175899484
"4518",-2.4438514720147
"4519",-2.70946485568689
"4520",-2.37389801334874
"4521",-1.80181716827195
"4522",-3.9653715351393
"4523",-2.61547568629365
"4524",-2.07480927786114
"4525",-1.1095018267695
"4526",-1.61756146799547
"4527",-1.97114791482019
"4528",-3.22184682744523
"4529",-2.50107538973936
"4530",-3.58236051596069
"4531",-4.09500349400187
"4532",-7.01839405491941
"4533",-1.77397609405912
"4534",-1.71680227932987
"4535",-3.50673359551811
"4536",-2.1800651982897
"4537",-1.00081840251562
"4538",-1.34241955208898
"4539",-2.67671036673261
"4540",-2.7112432928958
"4541",-1.89202879737425
"4542",-1.8112324346244
"4543",-3.64292319439511
"4544",-5.35626214970515
"4545",-2.80127024777201
"4546",-7.04755670071873
"4547",-3.80484222365877
"4548",-2.06159171988978
"4549",-3.09901598470677
"4550",-2.71112707081434
"4551",-3.39019306928697
"4552",-3.20961973005041
"4553",-6.55719475689247
"4554",-2.08098093623488
"4555",-1.70000863492129
"4556",-2.71922793809813
"4557",-2.71502597482197
"4558",-0.449410290591288
"4559",-1.18528955606277
"4560",-2.59049631856368
"4561",-3.09752526746928
"4562",-0.628423353548158
"4563",-1.07278679798736
"4564",-3.06874608567668
"4565",-1.31749533998737
"4566",-1.66715626167482
"4567",-2.11901419586988
"4568",-2.43268469135705
"4569",-2.33433327470433
"4570",-8.56947903876778
"4571",-7.18670490562548
"4572",-2.74980144003894
"4573",-3.95134310579621
"4574",-2.96082294608098
"4575",-3.06554748180662
"4576",-1.99169570049733
"4577",-6.62217468951869
"4578",-8.36280941240295
"4579",-1.97390453331499
"4580",-1.88315449727577
"4581",-1.64004234105127
"4582",-0.554339588830345
"4583",-2.60778084971878
"4584",-1.9277149934708
"4585",-1.539433233951
"4586",-6.64162211874742
"4587",-1.57276041644462
"4588",-4.09713444673704
"4589",-3.85925755419012
"4590",-3.57492451107271
"4591",-5.11048516728869
"4592",-4.90515936834217
"4593",-4.78150291653969
"4594",-1.84672873018545
"4595",-2.10471978113134
"4596",-3.70611692091728
"4597",-5.07356960531774
"4598",-5.76232590999516
"4599",-7.20842335317045
"4600",-8.17114279154447
"4601",-8.96581712402167
"4602",-1.58033009232776
"4603",-1.42483065391281
"4604",-2.88217634436657
"4605",-2.33164016776604
"4606",-2.74543219357062
"4607",-4.88126758196748
"4608",-2.33723700448797
"4609",-2.32291430913196
"4610",-2.79955141943321
"4611",-2.51878181733872
"4612",-2.2749343789736
"4613",-3.3682680113973
"4614",-1.86862781234441
"4615",-7.44261493731872
"4616",-10.5523595013641
"4617",-4.11663608672509
"4618",-4.36084815081989
"4619",-5.7697734579011
"4620",-2.43100635703155
"4621",-4.04169923949553
"4622",-3.95733278786284
"4623",-3.91001345997446
"4624",-7.46393393715678
"4625",-4.45044417138462
"4626",-5.34002661632769
"4627",-4.90175387683544
"4628",-15.8673175814414
"4629",-8.09638564532366
"4630",-4.924554298684
"4631",-7.35922012234548
"4632",-6.14998818981371
"4633",-8.55064994686737
"4634",-7.91319453765834
"4635",-1.54343907606349
"4636",-4.0078006459342
"4637",-2.44099066282516
"4638",-2.20332624731586
"4639",-4.27456574043856
"4640",-2.98695783000858
"4641",-9.37809078138841
"4642",-5.97067225815886
"4643",-4.38537261308258
"4644",-2.5565480055499
"4645",-21.9854591989855
"4646",-1.98193660267896
"4647",-2.25924437957511
"4648",-3.6072395080694
"4649",-2.33040585676551
"4650",-1.55655061907956
"4651",-2.9164358011806
"4652",-4.03143849164044
"4653",-4.54728586858627
"4654",-12.6229297714076
"4655",-5.47964910760948
"4656",-7.52272275743528
"4657",-4.3030988196401
"4658",-3.75618108771258
"4659",-3.02844785215223
"4660",-6.63244187844168
"4661",-14.498438518017
"4662",-15.7488408012567
"4663",-5.03323019213582
"4664",-4.46435782518819
"4665",-6.27811363274193
"4666",-9.07004318492383
"4667",-1.92036738999332
"4668",-3.87796568498422
"4669",-9.92978903093291
"4670",-3.7516747631054
"4671",-2.40283161510075
"4672",-5.84898813631364
"4673",-8.958180070786
"4674",-4.38016371613182
"4675",-3.16503561935653
"4676",-2.51402910127214
"4677",-3.24094650763323
"4678",-3.96423609956176
"4679",-7.91039144591406
"4680",-8.14412037781105
"4681",-5.77913930753391
"4682",-7.94569506724721
"4683",-7.70281703799273
"4684",-1.85136126547283
"4685",-7.05081700928773
"4686",-1.79606684510361
"4687",-4.28295419402522
"4688",-6.11234736542994
"4689",-1.54481989317128
"4690",-1.89511970430578
"4691",-3.45791270977637
"4692",-2.62276385764761
"4693",-2.62777140909301
"4694",-7.03062861903612
"4695",-5.67547550188189
"4696",-2.45011176161267
"4697",-6.98478477513606
"4698",-2.98617746926439
"4699",-1.50450237992271
"4700",-7.10905584088638
"4701",-6.12402898432165
"4702",-2.31756865810419
"4703",-2.41915963105444
"4704",-3.93138428911479
"4705",-4.29502985249812
"4706",-5.22864035890419
"4707",-0.663371915593217
"4708",-2.14508326697256
"4709",-2.43103204341475
"4710",-1.77304687907949
"4711",-1.93452129172977
"4712",-5.64094178212238
"4713",-4.41454180346668
"4714",-3.87766012467316
"4715",-10.1404302588577
"4716",-2.97072377322985
"4717",-0.741979747937904
"4718",-2.85532180186613
"4719",-1.54024846980954
"4720",-3.66067842685791
"4721",-4.81007638777865
"4722",-4.05083770178405
"4723",-1.18242829891273
"4724",-3.76213720427589
"4725",-6.53838920877649
"4726",-7.53624887334863
"4727",-2.82389955907877
"4728",-2.88009490445143
"4729",-5.98521514380221
"4730",-7.98720953038344
"4731",-0.77304560374111
"4732",-5.97455963999204
"4733",-7.83451246872792
"4734",-4.27276048556629
"4735",-9.52574230138546
"4736",-7.97306570482618
"4737",-7.46311815011612
"4738",0.704989614088078
"4739",-2.7328223312162
"4740",-7.68204143059154
"4741",-3.02984416258101
"4742",-144.962588235883
"4743",-4.24495169136205
"4744",-0.549084035486715
"4745",-10.7602738318977
"4746",-2.07314005900236
"4747",-1.12213175009029
"4748",-3.49161539006016
"4749",-4.61986141959895
"4750",-4.42105180769883
"4751",-8.6802085341136
"4752",-3.33946931774275
"4753",-4.43652313909598
"4754",-2.94975494412139
"4755",-144.962588235885
"4756",-6.53008285930335
"4757",-6.4204989412481
"4758",-2.18948787788605
"4759",-2.36934545193577
"4760",-2.34912033040405
"4761",-6.86244709423804
"4762",-4.5185868933772
"4763",-6.61839699617917
"4764",-6.27792664911854
"4765",-5.12632726691345
"4766",-3.3462939551803
"4767",-6.49813061359046
"4768",-5.84191541963776
"4769",-4.81098734775762
"4770",-5.68753807836805
"4771",-2.56885021093592
"4772",-2.14260591281652
"4773",-4.79528532137516
"4774",-5.16019098677711
"4775",-2.49185933760751
"4776",-3.19273730055269
"4777",-5.27185861167305
"4778",-6.76015736346753
"4779",-2.47050168815284
"4780",-5.01390329684656
"4781",-4.72853602447685
"4782",-4.23857457048905
"4783",-6.19884536287634
"4784",-7.23663531621906
"4785",-5.21935328132056
"4786",-4.15976482036365
"4787",-5.31735656082046
"4788",-5.22180699224569
"4789",-5.64110943900602
"4790",-5.03461875419544
"4791",-5.79326453608701
"4792",-4.13169682308282
"4793",-1.41817888077668
"4794",-4.31901735429116
"4795",-4.35849367120207
"4796",-7.33595137572928
"4797",-3.97404300154832
"4798",-7.72683666261187
"4799",-5.14594434944345
"4800",-4.63698955104232
"4801",-6.03005386802599
"4802",-5.77678727479301
"4803",-2.37107403740256
"4804",-1.15848873538769
"4805",-1.94376213164921
"4806",-2.44707052234838
"4807",-3.11543605447059
"4808",-1.82306139439387
"4809",-2.84277083132551
"4810",-2.63903796040606
"4811",-1.83202825870865
"4812",-3.0185673402776
"4813",-1.46778615932419
"4814",-2.14891068643587
"4815",-2.44086738885977
"4816",-1.32450129003547
"4817",-2.19473694414907
