f22/,hood,Tufts,"September 24-25, 2022",NOT ALLOWED  In-Conference Regatta,Lark,2 Divisions
f22/,salt-pond-invite,Rhode Island,"September 24-25, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,saisa-miami,U. Miami,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,mrs-hurst-bowl,Dartmouth,"September 24-25, 2022",NOT ALLOWED  In-Conference Regatta,Z420,2 Divisions
f22/,harvard-420-invitational,Harvard,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,420,Combined
f22/,callagy-ross,Vermont,"September 24-25, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,saisa-fall-women-open,North Carolina State,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,harvard-fj-invitational,Harvard,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,FJ,1 Division
f22/,richard-ross-bowl,Tufts,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,Rhodes,1 Division
f22/,ashley-river,Citadel,"September 24, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,princeton-fall-open,Princeton,"September 24-25, 2022",Fundamental Regatta,420,2 Divisions
f22/,cazenovia-fall-open,Syracuse,"September 24-25, 2022",Fundamental Regatta,FJ,2 Divisions
f22/,top-open,Cornell,"September 24-25, 2022",Fundamental Regatta,FJ,Combined
f22/,oyster-bowl-women,St. Mary's,"September 24-25, 2022",Fundamental Regatta,FJ,Combined
f22/,oyster-bowl,St. Mary's,"September 24-25, 2022",Fundamental Regatta,420,Combined
f22/,top-women-susan-rogers-75,Cornell,"September 24-25, 2022",Fundamental Regatta,420,Combined
f22/,coho,Stony Brook,"September 24-25, 2022",Fundamental Regatta,FJ,2 Divisions
f22/,sugar-bowl-women,Tulane,"September 24-25, 2022",Regional Regatta,420,Combined
f22/,webb-wollum,Christopher Newport,"September 24-25, 2022",Regional Regatta,FJ,Combined
f22/,sugar-bowl-open,Tulane,"September 24-25, 2022",Regional Regatta,420,Combined
f22/,maisa-match-race,Kings Point,"September 24-25, 2022",Conference Championship Regatta,Sonar,Team
f22/,saisa-match-race,Charleston,"September 24, 2022",Conference Championship Regatta,J-22,Team
f22/,pccsc-open-singlehanded,UC Santa Barbara,"September 24-25, 2022",Conference Championship Regatta,Laser,Singlehanded
f22/,pccsc-women-singlehanded,UC Santa Barbara,"September 24-25, 2022",Conference Championship Regatta,Radial,Singlehanded
f22/,tiger-town,Clemson,"October 2, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,george-warren-smith,MIT,"October 1, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,lark-invite,Tufts,"October 1-2, 2022",NOT ALLOWED  In-Conference Regatta,Lark,2 Divisions
f22/,pere-marquette,Marquette,"October 1-2, 2022",NOT ALLOWED  In-Conference Regatta,420,2 Divisions
f22/,mccurdy,Delaware,"October 1-2, 2022",NOT ALLOWED  In-Conference Regatta,FJ,2 Divisions
f22/,bowdoin-weekday-invite,Bowdoin,"September 30, 2022",NOT ALLOWED  In-Conference Regatta,FJ,1 Division
f22/,mcgill-cup,McGill,"October 1-2, 2022",Fundamental Regatta,420,2 Divisions
f22/,kilpatrick,Central Oklahoma,"October 1-2, 2022",Fundamental Regatta,420,2 Divisions
